,id,season,player_name,team_id,team_title,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,npg,npxG,xGChain,xGBuildup
1062,,2014,Oussama Assaidi,85,Stoke,9,202,0,0.28247208893299103,1,0.18095440044999125,5,3,1,0,M S,0,0.28247208893299103,0.5356974862515926,0.07227099500596522
1063,,2014,Emmanuel Mayuka,74,Southampton,5,39,0,0.0,0,0.012004399672150612,0,1,0,0,S,0,0.0,0.036581838503479965,0.024577438831329342
1064,,2014,José Enrique,87,Liverpool,4,201,0,0.01239484827965498,0,0.06088368594646454,1,2,0,0,D S,0,0.01239484827965498,0.8027421087026596,0.7630120366811752
1065,,2014,Jozy Altidore,77,Sunderland,11,289,0,0.35415724851191044,0,0.04603661224246025,7,3,0,0,F S,0,0.35415724851191044,0.4926675530150533,0.09247368946671486
1066,,2014,Liam Moore,75,Leicester,11,934,0,0.7805146910250187,0,0.01133743952959776,4,1,4,0,D S,0,0.7805146910250187,1.110407947562635,0.459401149302721
1067,,2014,Anthony Knockaert,75,Leicester,9,324,0,0.8844651840627193,0,0.16690009087324142,8,2,0,0,M S,0,0.8844651840627193,1.1091596148908138,0.27695369347929955
1068,,2014,Georgios Samaras,76,West Bromwich Albion,5,59,0,0.06833770871162415,0,0.0,1,0,0,0,S,0,0.06833770871162415,0.5662085935473442,0.4978708848357201
1069,,2014,Kevin Doyle,78,Crystal Palace,3,30,0,0.0,0,0.0,0,0,0,0,S,0,0.0,0.1878003776073456,0.1878003776073456
1070,,2014,Ricardo Vaz Te,81,West Ham,4,225,0,1.084789052605629,0,0.23277565836906436,7,3,0,0,M S,0,1.084789052605629,0.7769089937210083,0.5656689256429672
1071,,2014,Sebastián Blanco,76,West Bromwich Albion,3,30,0,0.03985520638525486,0,0.0,2,0,1,0,S,0,0.03985520638525486,0.03985520638525486,0.0
1072,,2014,Haris Vuckic,86,Newcastle United,1,7,0,0.0,0,0.0,0,0,0,0,S,0,0.0,0.0,0.0
1073,,2014,Darren Bent,71,Aston Villa,7,70,0,0.05773089453577995,0,0.008217819966375828,1,1,0,0,S,0,0.05773089453577995,0.06594871450215578,0.0
1074,,2014,Tom Thorpe,89,Manchester United,1,1,0,0.0,0,0.0,0,0,0,0,S,0,0.0,0.0,0.0
1075,,2014,Anderson,89,Manchester United,1,19,0,0.0,0,0.08813398331403732,0,1,0,0,S,0,0.0,0.0,0.0
1076,,2014,Alejandro Faurlin,202,Queens Park Rangers,2,94,0,0.1125580072402954,0,0.4859839975833893,3,1,0,0,M S,0,0.1125580072402954,0.05519178137183189,0.022535664960742
1077,,2014,Valentin Roberge,77,Sunderland,1,90,0,0.2825593948364258,0,0.0,1,0,1,0,D,0,0.2825593948364258,0.0,0.0
1078,,2014,Stuart O&#039;Keefe,78,Crystal Palace,2,88,0,0.0,0,0.019946111366152763,0,1,0,0,M S,0,0.0,0.019946111366152763,0.019946111366152763
1079,,2014,Gary Taylor-Fletcher,75,Leicester,1,16,0,0.0,0,0.0,0,0,0,0,S,0,0.0,0.0,0.0
1080,,2014,Nani,89,Manchester United,1,41,0,0.0,0,0.0,0,0,0,0,S,0,0.0,0.07314915955066681,0.07314915955066681
1081,,2015,Harry Kane,82,Tottenham,38,3382,25,22.732073578983545,1,3.088511780835688,159,44,5,0,F,20,18.926266126334667,26.939671490341425,8.189033068716526
1082,,2015,Sergio Agüero,88,Manchester City,30,2399,24,20.07721365988255,2,2.0287597198039293,119,27,1,0,F S,20,16.271369472146034,18.786789989098907,3.9259585225954647
1083,,2015,Jamie Vardy,75,Leicester,36,3154,24,22.135407269001007,6,6.267152491956949,115,48,5,1,F,19,17.56843115389347,24.595971267670393,2.8863560035824776
1084,,2015,Romelu Lukaku,72,Everton,37,3194,18,20.05878111720085,6,5.680434506386519,118,51,3,0,F S,17,18.53648015856743,24.024903159588572,7.63484107516706
1085,,2015,Riyad Mahrez,75,Leicester,37,3087,17,11.882148338481786,11,11.45409781858325,86,68,1,0,M S,13,7.315135253593326,21.185062699019912,7.174407683312893
1086,,2015,Olivier Giroud,83,Arsenal,38,2411,16,14.503995144739747,6,5.762218959629536,101,36,2,0,F S,15,13.742826307192445,18.885235082358122,6.915774317458272
1087,,2015,Odion Ighalo,90,Watford,37,3160,15,16.093813683837652,3,2.2321923915296797,109,37,4,0,F M S,15,16.093813683837652,18.002255536615852,2.764592749066651
1088,,2015,Jermain Defoe,77,Sunderland,33,2558,15,11.712618228048086,1,1.1022662846371531,85,22,3,0,F M S,14,10.951449390500784,12.26389168575406,1.3269577436149123
1089,,2015,Alexis Sánchez,83,Arsenal,30,2463,13,13.104380078613758,4,8.554748680442573,107,62,1,0,M S,13,13.104380078613758,27.01940755546093,11.864847148768606
1090,,2015,Troy Deeney,90,Watford,38,3291,13,12.199144696816802,7,7.923331122845411,94,56,6,0,F M S,7,6.870962786488235,15.776730716228485,3.9903320800513034
1091,,2015,André Ayew,84,Swansea,34,2967,12,8.462969841435553,2,2.3377326708287,67,23,5,0,F M,12,8.462969841435553,12.215985130518675,3.83033540006727
1092,,2015,Diego Costa,80,Chelsea,28,2386,12,12.080561252310872,6,2.8887829119339585,68,30,8,0,F S,12,12.080561252310872,18.07464148849249,5.290680217556655
1093,,2015,Anthony Martial,89,Manchester United,31,2632,11,7.273542748764157,4,6.173325615003705,57,37,2,0,F M S,11,7.273542748764157,15.5774281360209,5.890168622136116
1094,,2015,Gylfi Sigurdsson,84,Swansea,36,2921,11,7.710647851228714,3,5.4298335667699575,88,57,6,0,F M S,8,5.427141267806292,10.766502061858773,4.88439579308033
1095,,2015,Georginio Wijnaldum,86,Newcastle United,38,3178,11,7.928207719698548,5,3.817440377548337,54,47,1,0,M S,10,7.1670388747006655,14.63786890078336,5.733466842211782
1096,,2015,Sadio Mané,74,Southampton,37,2614,11,12.514566510915756,6,5.139248859137297,86,41,4,2,F M S,11,11.753397673368454,17.627265740185976,5.373993405140936
1097,,2015,Graziano Pellè,74,Southampton,30,2167,11,7.350174624472856,6,3.987357068806887,80,37,6,0,F S,11,7.350174624472856,13.013468904420733,3.892818572930992
1098,,2015,Marko Arnautovic,85,Stoke,34,2836,11,12.059161096811295,6,6.117620061151682,70,50,2,0,F M S,8,9.775691270828249,18.740881353616714,6.815893989987671
1099,,2015,Roberto Firmino,87,Liverpool,31,2005,10,7.131028613075613,7,5.39667608961463,63,49,1,0,F M S,10,7.131028613075613,16.398779906332493,6.829728804528713
1100,,2015,Dele Alli,82,Tottenham,33,2490,10,8.315971275791526,9,6.802972698584199,74,55,7,0,M S,10,8.315971275791526,18.699673418886963,6.46188039239496
1101,,2015,Shane Long,74,Southampton,28,2114,10,10.617384029552339,4,2.712640970014036,64,33,2,0,F M S,10,10.617384029552339,13.091040017083287,3.420834032818675
1102,,2015,Dimitri Payet,81,West Ham,30,2576,9,5.74861828610301,12,11.665764695033431,69,119,3,0,F M S,9,5.74861828610301,16.93307714909315,6.889103649184108
1103,,2015,Andy Carroll,81,West Ham,27,1411,9,6.137790015898645,2,2.761613873764873,56,20,2,0,F S,8,5.376621148549019,8.771359317004679,3.0700844088569283
1104,,2015,Christian Benteke,87,Liverpool,29,1496,9,9.98186818882823,3,2.7818555179983377,61,31,2,0,F S,8,9.22069937363267,10.235846016556023,1.2525702472776177
1105,,2015,Aleksandar Mitrovic,86,Newcastle United,34,2103,9,10.339356865733864,4,2.224446185864508,79,30,4,2,F S,7,8.817019175738096,10.392625395208595,2.8724025208503012
1106,,2015,Salomón Rondón,76,West Bromwich Albion,34,2581,9,9.896931395865977,2,1.9187825126573443,71,28,1,1,F S,9,9.896931395865977,9.41314269322902,2.5629016431048512
1107,,2015,Daniel Sturridge,87,Liverpool,14,981,8,5.74158351123333,1,0.5159464338794351,48,7,0,0,F S,8,5.74158351123333,7.218587189912796,1.6658320389688015
1108,,2015,Philippe Coutinho,87,Liverpool,26,2019,8,6.496308712288737,5,5.286337033845483,111,50,2,1,F M S,8,6.496308712288737,16.146169386804107,6.785505770705639
1109,,2015,Michail Antonio,81,West Ham,26,2074,8,5.896231018938124,3,2.8487461023032665,54,24,3,0,D F M S,8,5.896231018938124,10.222167086787524,4.378211556933819
1110,,2015,Ross Barkley,72,Everton,38,3102,8,8.793573524802923,8,5.907710941508412,95,56,4,0,M S,6,7.271235790103674,20.87610214017332,11.840944326482713
1111,,2015,Kelechi Iheanacho,88,Manchester City,26,727,8,4.937834335491062,1,1.585575483739376,28,14,1,0,F M S,8,4.937834335491062,6.36071580927819,1.1206866605207324
1112,,2015,Wayne Rooney,89,Manchester United,28,2411,8,7.317090217024088,6,4.480130920186639,72,43,4,0,F M S,7,6.555921349674463,13.66494182869792,5.081392813473941
1113,,2015,Kevin De Bruyne,88,Manchester City,25,2006,7,4.308096021413803,9,8.332030825316906,49,81,2,0,M S,7,4.308096021413803,16.136466838419434,8.064571473747492
1114,,2015,Mark Noble,81,West Ham,37,3221,7,3.8795144986361274,4,3.2432405184954405,34,50,8,1,M,4,1.5960079059004784,10.757458293810489,8.08805356360972
1115,,2015,Jordan Ayew,71,Aston Villa,30,2356,7,4.692514806985856,0,1.472521617077291,59,18,6,1,F M S,6,3.931345973163843,5.213557398878038,1.8964077848941088
1116,,2015,Pedro,80,Chelsea,29,2061,7,6.120481324382126,2,4.614513913169503,57,42,3,0,M S,7,6.120481324382126,16.050377681851387,6.954227411188184
1117,,2015,Dieumerci Mbokani,79,Norwich,29,1568,7,6.5850334763526925,1,1.5376297887414694,37,25,0,0,F S,7,6.5850334763526925,7.872767519205809,1.3139004409313202
1118,,2015,Dusan Tadic,74,Southampton,34,2318,7,6.4179319869726905,12,8.644177986308932,57,74,2,0,M S,6,5.656763209030032,17.13092466816306,5.1401194827631125
1119,,2015,Bojan,85,Stoke,27,1741,7,4.585221365094184,1,1.8038741843774917,36,26,2,0,F M S,5,3.0629204362630844,8.15726572740823,4.4177326671779165
1120,,2015,Joshua King,73,Bournemouth,31,1931,6,5.712771249935031,2,3.5359691940248013,55,25,1,0,F M S,6,5.712771249935031,9.763270203024149,1.4393633147701619
1121,,2015,Mesut Özil,83,Arsenal,35,3065,6,7.923179539851844,19,17.61886147409677,48,146,4,0,M,6,7.923179539851844,32.78600184805691,18.351211052387953
1122,,2015,Manuel Lanzini,81,West Ham,26,1941,6,4.5312285302206865,2,2.836365611292422,48,33,3,0,F M S,6,4.5312285302206865,12.43802509829402,5.984104221686722
1123,,2015,Juan Mata,89,Manchester United,38,2907,6,6.4600160010159025,5,5.284316262230277,57,53,4,1,M S,5,5.698847133666277,15.26788162626326,7.583368531428277
1124,,2015,Raheem Sterling,88,Manchester City,31,1943,6,7.149217206053437,2,3.2466240972280502,52,35,1,0,F M S,6,7.149217206053437,14.019068100489676,4.6988336434587845
1125,,2015,Christian Eriksen,82,Tottenham,35,2950,6,5.512104779481888,13,9.808852775953712,100,115,2,0,M S,6,5.512104779481888,22.975157104432586,14.476947259157894
1126,,2015,Bafétimbi Gomis,84,Swansea,33,1685,6,6.0983281917870045,0,2.4120549913495783,59,17,0,0,F S,5,5.337159354239702,8.543972682207823,2.3691959595307712
1127,,2015,Leonardo Ulloa,75,Leicester,29,942,6,6.906460586935282,2,1.4666873449459672,34,14,0,0,F S,5,6.14529174938798,9.505025332793592,3.4823960699141026
1128,,2015,Ayoze Pérez,86,Newcastle United,34,2046,6,3.7956571336835614,2,2.8947350550442934,50,30,4,0,F M S,6,3.7956571336835614,8.319603050127625,3.6317481794394553
1129,,2015,Nathan Redmond,79,Norwich,35,2321,6,3.4319806415587664,3,3.6447910321876407,54,45,0,0,M S,6,3.4319806415587664,9.67252806946635,6.0951750222593555
1130,,2015,Yaya Touré,88,Manchester City,32,2345,6,5.6632938254624605,5,4.417275244370104,77,44,3,0,M S,5,4.90212500281632,13.864026084542274,8.840412755496802
1131,,2015,Callum Wilson,73,Bournemouth,13,769,5,2.3464846238493924,0,1.0842653438448906,17,7,0,0,F S,4,1.5853157266974451,3.301329083740711,0.8096784092485905
1132,,2015,Divock Origi,87,Liverpool,16,660,5,3.354849353432656,1,0.5015551578253508,24,9,0,0,F S,5,3.354849353432656,3.105510575696826,0.2603827342391014
1133,,2015,James Milner,87,Liverpool,28,2428,5,3.398423217236996,11,5.385004932060838,39,61,9,1,F M,4,2.637254394590854,9.698755608871581,6.059816907159983
1134,,2015,Theo Walcott,83,Arsenal,28,1374,5,8.38653053343296,2,2.037456994876265,45,17,0,0,F M S,5,8.38653053343296,14.590719863772392,5.334492582827807
1135,,2015,Aaron Ramsey,83,Arsenal,31,2624,5,8.614328717812898,4,4.046240143477917,69,37,4,0,M S,5,8.614328717812898,23.282549403607845,14.176449932157993
1136,,2015,Scott Dann,78,Crystal Palace,35,3150,5,2.536344933323562,1,0.6298004258424044,29,10,7,0,D,5,2.536344933323562,1.9616105472669003,1.7568385610356927
1137,,2015,Yohan Cabaye,78,Crystal Palace,33,2728,5,6.714800728484987,1,3.2374558560550213,67,50,7,0,M S,2,3.6701253149658437,7.6536465901881465,4.280717298388482
1138,,2015,Yannick Bolasie,78,Crystal Palace,26,2075,5,4.7915093284100285,3,3.785496371798217,57,23,2,0,F M S,5,4.7915093284100285,7.913272911682725,1.928498043678701
1139,,2015,Connor Wickham,78,Crystal Palace,21,1328,5,4.3181038200855255,3,0.8700869055464864,34,12,1,0,F M S,4,3.556934989988804,4.5478785056620845,1.5450101364403963
1140,,2015,Cheikhou Kouyaté,81,West Ham,34,3017,5,5.835476703941822,2,1.381303396075964,45,21,5,1,D M,5,5.835476703941822,10.393915118649602,5.815709551796317
1141,,2015,Marcus Rashford,89,Manchester United,11,870,5,3.0254472196102142,2,0.7597787007689476,16,6,0,0,F,5,3.0254472196102142,4.797226171940566,1.2429609727114441
1142,,2015,Aaron Lennon,72,Everton,25,1534,5,2.226095214486122,0,1.697952676564455,18,23,1,0,F M S,5,2.226095214486122,5.5353928580880165,1.903738835826516
1143,,2015,Arouna Koné,72,Everton,25,1464,5,4.518552992492914,4,2.1345716193318367,36,14,1,0,F M S,5,4.518552992492914,9.301972540095447,3.845096291042864
1144,,2015,Erik Lamela,82,Tottenham,34,2404,5,6.2996977865695944,9,8.934911780059338,58,75,9,0,M S,5,6.2996977865695944,19.199189154431227,9.443459937348964
1145,,2015,Diafra Sakho,81,West Ham,21,1539,5,7.360720621421933,1,1.898999038152397,48,14,3,0,F M S,5,7.360720621421933,8.050170630216599,1.3451783787459135
1146,,2015,Rudy Gestede,71,Aston Villa,32,1632,5,5.696741301566362,2,1.426242113113403,61,15,2,0,F S,5,5.696741301566362,5.786226033233106,0.9677264168858528
1147,,2015,Cesc Fàbregas,80,Chelsea,37,2901,5,3.869542864151299,7,8.421024333685638,45,67,5,0,M S,3,2.347205144353211,19.537993467412893,14.364742730744185
1148,,2015,Willian,80,Chelsea,35,2766,5,4.427535548806191,6,7.687527693808079,60,81,5,0,M S,5,4.427535548806191,13.175751902163027,6.594237174838781
1149,,2015,Fabio Borini,77,Sunderland,26,1913,5,4.934595498256384,2,1.7377764713019133,48,18,6,0,F M S,4,4.173426675610243,5.729668021202087,2.162096319720149
1150,,2015,Shinji Okazaki,75,Leicester,36,2105,5,8.607689753174782,0,1.1344579346477983,46,20,1,0,F S,5,8.607689753174782,11.455140510573983,3.8961080983281136
1151,,2015,Jonathan Walters,85,Stoke,27,1718,5,5.665502769872546,3,2.374970312230289,32,24,1,0,F M S,5,5.665502769872546,9.030860029160976,1.4752982780337334
1152,,2015,Mame Biram Diouf,85,Stoke,26,1246,5,5.140000706538559,1,0.7568947486579418,30,10,3,0,F M S,5,5.140000706538559,5.4416851960122585,0.4125120677053928
1153,,2015,Steven Davis,74,Southampton,34,2637,5,2.531915122643113,3,4.076437525451183,20,54,4,0,M S,5,2.531915122643113,11.692602582275867,8.689562037587166
1154,,2015,Son Heung-Min,82,Tottenham,28,1110,4,4.179750610142946,1,0.7707011401653291,38,18,0,0,M S,4,4.179750610142946,7.979228865355253,4.450529301539064
1155,,2015,Steve Cook,73,Bournemouth,36,3199,4,2.054982139728964,0,0.9144859332591296,25,6,5,0,D,4,2.054982139728964,4.234162652865051,4.040297022089361
1156,,2015,Matt Ritchie,73,Bournemouth,37,2985,4,4.234731961973012,6,3.577278535813093,77,41,5,0,M S,4,4.234731961973012,9.965599801391363,5.387164267711341
1157,,2015,Adam Lallana,87,Liverpool,30,2115,4,3.533182168379426,6,5.648350628092885,44,50,2,0,F M S,4,3.533182168379426,13.232816964387894,6.659513118676841
1158,,2015,Laurent Koscielny,83,Arsenal,33,2848,4,3.3445685878396034,0,0.7183357290923595,19,8,3,0,D,4,3.3445685878396034,10.752093272283672,9.07553150691092
1159,,2015,Danny Welbeck,83,Arsenal,11,581,4,2.9756073653697968,2,0.7607895527034998,20,7,1,0,F M S,4,2.9756073653697968,3.8843204230070114,1.0047505777329206
1160,,2015,Enner Valencia,81,West Ham,19,1014,4,4.24964202940464,2,1.4753213040530682,34,12,1,0,F M S,4,4.24964202940464,5.659650851041079,0.6797344144433737
1161,,2015,Jesse Lingard,89,Manchester United,25,1641,4,3.2912293560802937,1,1.2874502595514061,31,14,4,0,F M S,4,3.2912293560802937,7.917209530249237,4.496428919956088
1162,,2015,Kevin Mirallas,72,Everton,23,985,4,3.3397473394870762,2,1.830295286141336,41,18,0,2,F M S,4,3.3397473394870762,5.200867925770581,1.27415251173079
1163,,2015,Ramiro Funes Mori,72,Everton,28,2189,4,2.9086849503219128,1,0.7586106024682522,24,6,4,1,D S,4,2.9086849503219128,6.417692754417657,5.725435012951492
1164,,2015,Wilfried Bony,88,Manchester City,26,1203,4,6.749871265143156,3,2.988752417266369,60,13,1,0,F S,4,5.988702427595854,8.198027778416872,1.1061069779098034
1165,,2015,Toby Alderweireld,82,Tottenham,38,3420,4,3.0251698996871714,2,0.8221090426668525,40,10,3,0,D,4,3.0251698996871714,11.274835960008204,10.825913385488093
1166,,2015,Eden Hazard,80,Chelsea,31,2183,4,2.578371874988079,3,4.175006851553917,36,66,2,0,F M S,4,2.578371874988079,11.917042413726447,8.380615599453451
1167,,2015,Patrick van Aanholt,77,Sunderland,33,2970,4,2.541971801780164,3,3.7972333906218414,46,30,2,0,D M,4,2.541971801780164,9.13383346889168,5.0703016025945535
1168,,2015,Andros Townsend, ,"Newcastle United,Tottenham",16,1149,4,1.4662206955254078,2,2.8209602702409033,29,28,0,0,M S,4,1.4662206955254078,5.224834270775318,2.2661437056958675
1169,,2015,Wes Hoolahan,79,Norwich,30,2026,4,3.4676502617076035,8,4.9119167206808925,26,49,1,0,M S,3,2.7064814241603017,9.969735614955423,5.996438157744706
1170,,2015,Craig Dawson,76,West Bromwich Albion,38,3387,4,4.9939431454986325,0,3.273948136717081,38,28,3,0,D,4,4.9939431454986325,5.419560044072568,4.053239214234053
1171,,2015,Saido Berahino,76,West Bromwich Albion,31,1727,4,7.117999384179711,0,1.01411029137671,35,18,0,0,F M S,4,5.59569844044745,7.960518106818199,2.118932444602251
1172,,2015,Steven Naismith, ,"Everton,Norwich",23,1343,4,3.011758133769036,1,2.0797792226076126,25,20,3,0,M S,4,3.011758133769036,6.797230575233697,3.736898137256503
1173,,2015,Benik Afobe,73,Bournemouth,15,950,4,3.3959608674049377,0,0.6378882434219122,14,12,0,0,F M S,4,3.3959608674049377,3.4530854225158687,0.5902239242568612
1174,,2015,Joselu,85,Stoke,22,1072,4,3.4205525713041425,1,0.8887681374326348,29,10,0,0,F S,4,3.4205525713041425,4.794702115468682,1.971493110060692
1175,,2015,Steven Fletcher,77,Sunderland,16,1021,4,3.1093490589410067,0,0.8061621347442269,25,8,0,0,F S,4,3.1093490589410067,3.5543333711102605,0.6958303805440664
1176,,2015,Charlie Daniels,73,Bournemouth,37,3288,3,2.9303939491510387,5,2.4895812459290028,20,37,2,0,D,1,1.4080562442541122,7.959776733070612,5.7503430880606174
1177,,2015,Dan Gosling,73,Bournemouth,34,2442,3,3.227647541090846,1,1.8973796423524616,40,27,6,0,M S,3,3.227647541090846,6.995542153716087,2.6217275094240904
1178,,2015,Junior Stanislas,73,Bournemouth,21,1448,3,2.7332970118150115,2,3.781087350100279,44,34,1,0,M S,3,2.7332970118150115,7.68877577316016,2.5720482226461168
1179,,2015,Marc Pugh,73,Bournemouth,26,1328,3,2.465306010097265,2,1.1982267489656806,22,13,1,0,M S,3,2.465306010097265,4.759834170341493,1.5334023032337427
1180,,2015,Joel Campbell,83,Arsenal,19,891,3,2.594131173565984,2,2.830996423959732,19,13,0,0,M S,3,2.594131173565984,7.517788831144571,3.5691356174647813
1181,,2015,Ander Herrera,89,Manchester United,27,1535,3,2.770497489720583,2,2.1379269566386943,24,21,4,0,M S,2,2.0093286521732807,6.950198903679848,4.08173811994493
1182,,2015,Aleksandar Kolarov,88,Manchester City,29,2282,3,2.3898190353065734,3,2.8848050395026803,39,38,3,0,D S,3,1.628650197759271,8.196383122354746,6.37813544087112
1183,,2015,Mousa Dembélé,82,Tottenham,29,2286,3,1.4829013198614118,1,0.8319706423208117,22,28,3,0,M S,3,1.4829013198614118,9.668302996084094,8.315913354977965
1184,,2015,Eric Dier,82,Tottenham,37,3271,3,1.645009628497064,2,1.3802226884290576,30,18,10,0,D M,3,1.645009628497064,15.380162913352251,13.924120306968687
1185,,2015,Nacer Chadli,82,Tottenham,29,922,3,2.929527094587684,2,2.7604427840560675,25,24,1,0,M S,3,2.929527094587684,6.457757256925106,3.0467007346451283
1186,,2015,Oscar,80,Chelsea,27,1785,3,5.171860884875058,3,3.2977483849972486,52,29,4,0,M S,2,3.649523179978132,10.23574398085475,5.516653552651405
1187,,2015,Dwight Gayle,78,Crystal Palace,16,755,3,3.8905645720660686,0,0.7147573223337531,22,8,1,1,F M S,3,3.8905645720660686,4.8444577008485785,0.9086985690519214
1188,,2015,Robert Huth,75,Leicester,35,3150,3,3.4519019406288862,0,0.6899090074002743,28,2,8,0,D,3,3.4519019406288862,4.601796388626099,3.9647800829261537
1189,,2015,Jeremain Lens,77,Sunderland,20,1299,3,1.3396054739132524,3,2.981416942551732,26,18,3,1,F M S,3,1.3396054739132524,5.824112061411142,2.4477849891409282
1190,,2015,Russell Martin,79,Norwich,30,2699,3,1.842231691814959,0,1.0656026415526867,18,8,4,1,D,3,1.842231691814959,3.9536125557497135,2.831972212530673
1191,,2015,Robbie Brady,79,Norwich,36,2996,3,2.7942690635100007,2,5.04878652561456,53,54,3,0,D M S,3,2.7942690635100007,6.695630925707519,3.0419109743088484
1192,,2015,Jonny Howson,79,Norwich,36,2960,3,2.2518839286640286,4,2.8945628935471177,35,26,7,0,M S,3,2.2518839286640286,8.286483568139374,5.196513916365801
1193,,2015,Cameron Jerome,79,Norwich,34,1770,3,8.21538513712585,2,0.3745397683233023,46,8,2,0,F S,3,8.21538513712585,6.644691305235027,1.1840085471048951
1194,,2015,Craig Gardner,76,West Bromwich Albion,34,2037,3,4.136259423568846,3,3.0203904248774047,46,24,5,0,M S,3,3.3750905860215425,5.186484510079026,1.7018218850716949
1195,,2015,Virgil van Dijk,74,Southampton,34,3060,3,3.299716655164957,0,1.3406091406941414,29,9,2,0,D,3,3.299716655164957,5.70062496419996,5.4218559535220265
1196,,2015,Papiss Demba Cissé,86,Newcastle United,21,1079,3,3.089113302528858,0,0.6837777215987444,23,10,1,0,F S,3,3.089113302528858,2.879534563049674,0.4369379822164774
1197,,2015,Glenn Murray, ,"Bournemouth,Crystal Palace",21,789,3,4.022139597684145,0,0.5152824707329273,25,9,2,0,F S,3,3.260970700532198,4.098629027605057,1.3828975856304169
1198,,2015,Xherdan Shaqiri,85,Stoke,27,2072,3,3.074526209384203,6,6.420921053737402,40,50,3,0,F M,3,3.074526209384203,9.374040408059956,4.220688650384544
1199,,2015,Duncan Watmore,77,Sunderland,23,880,3,1.4654480218887331,1,0.9470030181109904,14,12,0,0,F M S,3,1.4654480218887331,2.2361188111826777,0.2533677807077765
